State,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/01/20,4/02/20,4/03/20,4/04/20,4/05/20,4/06/20,4/07/20,4/08/20,4/09/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/01/20,5/02/20,5/03/20,5/04/20,5/05/20,5/06/20,5/07/20,5/08/20,5/09/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/01/20,6/02/20,6/03/20,6/04/20,6/05/20,6/06/20,6/07/20,6/08/20,6/09/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/01/20,7/02/20,7/03/20,7/04/20,7/05/20,7/06/20,7/07/20,7/08/20,7/09/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/01/20,8/02/20,8/03/20,8/04/20,8/05/20,8/06/20,8/07/20,8/08/20,8/09/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/01/20,9/02/20,9/03/20,9/04/20,9/05/20,9/06/20,9/07/20,9/08/20,9/09/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/01/20,10/02/20,10/03/20,10/04/20,10/05/20,10/06/20,10/07/20,10/08/20,10/09/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/01/20,11/02/20,11/03/20,11/04/20
Rhode Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,8,10,12,14,17,25,27,30,35,43,43,56,63,63,80,80,87,118,137,150,155,171,181,189,202,215,226,233,239,251,266,279,296,320,341,355,370,388,399,418,422,430,444,462,468,479,489,499,506,532,538,556,579,597,608,608,634,655,677,693,711,718,720,732,742,756,772,772,772,799,808,812,823,833,833,833,851,865,876,885,894,894,894,903,906,912,920,927,927,927,946,950,956,959,960,960,960,960,969,971,974,976,976,976,984,985,987,988,990,990,990,995,996,997,1001,1002,1002,1002,1004,1005,1007,1007,1007,1007,1007,1010,1011,1012,1014,1014,1014,1014,1015,1016,1018,1019,1021,1021,1021,1023,1024,1027,1028,1030,1030,1030,1035,1039,1041,1044,1046,1046,1046,1048,1050,1051,1055,1055,1055,1055,1055,1059,1062,1067,1071,1071,1071,1075,1078,1081,1085,1088,1088,1088,1097,1099,1102,1106,1107,1107,1107,1110,1113,1114,1117,1118,1118,1118,1121,1125,1126,1127,1130,1130,1130,1130,1139,1147,1149,1152,1152,1152,1159,1164,1169,1173,1177,1177,1177,1184,1188,1192,1195,1201,1201,1201,1210,1212,1214
South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,5,5,7,9,13,15,16,18,22,26,31,34,40,44,48,51,51,67,72,80,82,82,97,106,111,116,119,120,123,124,140,150,157,166,174,177,192,231,244,256,267,275,283,296,305,316,320,330,331,346,355,362,371,380,380,385,391,399,407,416,419,425,435,440,446,466,470,483,487,494,500,501,501,501,539,539,546,557,568,575,588,593,599,600,602,607,617,621,639,644,653,659,673,683,693,694,711,716,720,739,766,784,793,813,820,827,846,884,905,929,951,961,972,993,998,1070,1096,1135,1155,1164,1221,1285,1334,1385,1465,1491,1506,1565,1615,1667,1712,1751,1777,1793,1847,1894,1942,1962,2007,2031,2048,2098,2144,2184,2204,2260,2269,2288,2343,2360,2401,2459,2493,2504,2511,2529,2573,2628,2655,2698,2709,2720,2757,2794,2807,2846,2877,2887,2907,2912,2942,2975,3028,3040,3064,3077,3098,3132,3158,3177,3188,3199,3212,3243,3262,3279,3297,3323,3326,3337,3359,3378,3400,3409,3442,3453,3456,3471,3502,3514,3530,3551,3552,3559,3576,3593,3607,3615,3637,3650,3661,3696,3708,3755,3777,3793,3802,3823,3842,3876,3889,3896,3935,3936,3946,3968,3985
South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4,6,6,6,6,6,6,6,6,6,7,7,7,7,7,8,9,9,10,10,11,11,11,13,17,21,21,21,21,24,29,31,31,34,34,34,39,39,43,44,44,44,44,46,46,48,50,50,50,50,50,54,54,59,62,62,62,62,62,64,64,65,65,65,68,69,73,74,75,75,75,77,78,78,81,81,81,81,83,84,87,88,91,91,91,91,93,97,97,97,97,97,98,98,101,107,109,109,109,109,111,115,116,116,118,118,118,119,121,122,122,123,123,123,129,129,130,134,135,135,136,137,141,144,146,146,146,146,147,148,150,152,153,153,154,155,157,159,160,161,161,161,162,162,165,167,167,167,167,169,169,170,173,173,173,173,173,177,177,183,184,184,184,192,193,195,200,202,202,202,202,210,216,218,218,218,223,223,236,237,248,248,248,248,258,272,277,286,286,288,288,291,304,307,315,323,323,330,333,347,356,366,375,375,375,384,403,415,425,437,438,446,460
Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,6,7,8,14,23,24,36,41,50,53,65,72,80,94,98,106,106,109,124,124,136,141,142,148,152,157,157,171,169,177,181,184,188,195,199,204,209,210,219,226,239,238,242,242,243,251,266,273,287,290,295,298,301,305,305,313,315,329,336,338,343,353,356,361,364,364,364,381,388,401,408,417,418,421,435,437,441,466,472,474,482,493,498,508,515,524,526,531,542,556,567,577,584,584,592,604,609,620,633,637,645,652,665,685,710,723,738,741,749,767,783,796,815,838,843,847,871,888,925,938,964,967,978,999,1020,1033,1060,1067,1073,1092,1117,1144,1186,1206,1215,1223,1233,1271,1289,1313,1326,1345,1366,1387,1424,1452,1488,1549,1563,1567,1588,1628,1648,1673,1701,1725,1747,1754,1781,1797,1815,1837,1862,1865,1869,1896,1931,1988,2025,2064,2078,2097,2127,2151,2164,2196,2216,2218,2233,2261,2277,2312,2352,2374,2377,2389,2420,2454,2501,2515,2560,2577,2597,2621,2642,2705,2732,2758,2767,2774,2797,2828,2864,2871,2903,2909,2922,2952,2970,3011,3076,3100,3131,3163,3207,3241,3263,3341,3353,3353,3379,3454,3478
Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,5,5,7,9,12,15,21,26,30,37,45,54,66,77,100,116,136,150,160,189,210,238,266,283,305,342,375,414,451,476,490,507,533,556,604,624,638,651,666,719,754,812,840,863,878,901,925,954,985,1025,1066,1094,1117,1146,1172,1235,1280,1318,1343,1350,1388,1426,1460,1470,1478,1528,1533,1546,1581,1611,1619,1652,1675,1683,1716,1744,1776,1812,1833,1841,1848,1867,1905,1930,1956,1971,1984,2001,2049,2089,2129,2158,2183,2191,2207,2236,2270,2317,2354,2388,2402,2416,2455,2503,2542,2592,2607,2628,2677,2778,2875,3006,3062,3138,3216,3276,3362,3498,3657,3820,3939,4012,4106,4199,4439,4622,4790,4990,5076,5713,5913,6193,6442,6576,6865,6878,7016,7271,7706,8569,8847,9058,9157,9230,9222,9527,9771,10078,10268,10396,10447,10678,10934,11174,11418,11581,11699,11749,11935,12140,12365,12537,12607,12683,12779,12919,13104,13296,13426,13576,13654,13697,13792,13923,13930,14227,14332,14405,14451,14593,14738,14826,14951,15051,15088,15127,15229,15372,15510,15610,15707,15745,15807,15902,16016,16130,16224,16295,16320,16437,16528,16661,16767,16871,16943,16971,16995,17078,17188,17283,17375,17440,17465,17481,17558,17652,17659,17773,17915,17955,17978,18061,18162,18276,18385,18465,18502,18534,18632,18771
Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,4,5,5,7,7,8,8,13,13,13,13,17,18,18,13,18,20,20,23,25,27,28,32,32,35,39,41,41,41,41,45,46,46,49,50,50,56,58,61,61,66,67,68,73,75,75,77,78,80,80,88,90,92,93,97,97,98,101,105,106,107,112,113,113,113,117,117,120,121,121,124,127,128,131,139,139,139,143,145,149,152,155,155,158,158,163,163,164,166,167,167,168,172,173,176,181,181,184,190,194,201,205,207,212,215,216,226,233,234,235,243,243,247,251,260,267,273,274,274,281,286,292,300,304,310,311,314,321,327,330,335,335,336,345,349,351,353,360,363,363,364,369,377,381,383,385,385,390,397,401,403,407,407,407,407,409,410,414,419,420,422,423,424,427,430,431,433,433,436,436,437,437,437,440,440,441,443,444,444,448,448,453,453,457,459,459,474,476,478,482,488,496,501,505,510,517,522,522,527,529,537,540,543,546,551,557,563,567,568,572,574,578,588,598,601,604,614,614,620,625
Vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,7,8,9,10,12,12,12,13,16,17,17,20,22,23,23,23,23,24,25,27,28,29,29,33,35,38,38,38,40,40,43,44,46,46,47,47,47,49,50,51,53,52,52,52,53,53,53,53,53,53,53,53,53,53,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,57,57,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,11,12,14,14,14,14,14,14,15,15,16,16,16,17,17,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,23
Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,6,6,9,9,10,10,13,20,15,27,34,41,46,52,52,66,66,66,109,121,130,141,149,154,195,208,231,258,277,300,324,349,373,411,437,449,460,492,522,552,581,617,660,684,713,713,769,812,827,839,850,892,928,956,978,1003,1010,1015,1042,1075,1100,1136,1159,1171,1208,1236,1281,1338,1358,1370,1375,1392,1407,1428,1445,1454,1461,1472,1477,1496,1514,1520,1534,1541,1546,1552,1570,1583,1586,1602,1607,1611,1620,1645,1661,1675,1700,1724,1732,1740,1763,1786,1816,1845,1849,1853,1853,1881,1905,1937,1958,1962,1966,1968,1977,1992,2007,2013,2025,2027,2031,2048,2051,2054,2067,2075,2078,2082,2095,2125,2141,2174,2215,2218,2218,2244,2274,2299,2317,2322,2326,2327,2344,2352,2363,2370,2381,2381,2385,2396,2410,2427,2436,2443,2467,2471,2494,2515,2527,2550,2568,2569,2580,2612,2641,2652,2662,2677,2678,2684,2686,2697,2708,2711,2722,2724,2743,2839,2884,2920,2949,2990,3015,3021,3060,3089,3113,3136,3144,3159,3172,3187,3208,3228,3250,3270,3273,3276,3291,3303,3328,3344,3354,3358,3361,3372,3381,3388,3408,3422,3433,3457,3485,3515,3524,3539,3578,3579,3581,3600,3616,3636,3643,3654,3655,3658,3666,3677
Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,10,11,13,16,18,19,23,29,31,37,37,40,48,55,55,74,83,94,97,109,116,133,150,157,188,198,205,225,234,271,291,315,336,381,400,426,456,483,495,506,513,530,552,579,603,613,636,643,664,686,711,722,737,749,764,786,801,814,824,830,834,841,862,870,891,905,921,931,945,962,974,983,991,999,1001,1002,1031,1037,1044,1050,1050,1061,1070,1078,1095,1106,1111,1118,1118,1123,1129,1135,1138,1149,1153,1157,1161,1176,1176,1194,1204,1213,1217,1220,1231,1226,1245,1255,1265,1270,1276,1284,1293,1300,1304,1310,1310,1320,1332,1339,1342,1352,1354,1359,1369,1384,1394,1409,1424,1424,1438,1399,1404,1421,1427,1434,1444,1447,1453,1465,1468,1482,1495,1494,1501,1518,1548,1555,1564,1564,1592,1596,1600,1619,1624,1653,1672,1688,1688,1697,1716,1724,1736,1755,1766,1781,1785,1808,1822,1837,1850,1857,1863,1867,1876,1880,1890,1905,1905,1905,1915,1931,1935,1945,1953,1953,1953,1953,1953,1978,1985,1991,1991,1991,2006,2015,2020,2031,2037,2037,2037,2049,2070,2081,2080,2100,2100,2100,2100,2124,2126,2132,2143,2142,2142,2158,2165,2177,2183,2190,2190,2190,2190,2211,2221,2232,2239,2239,2239,2258,2282,2286,2289,2296,2296,2296,2321,2337,2353,2359,2366,2366,2366,2378,2400,2416
West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4,4,4,5,5,5,6,8,9,10,12,16,16,18,24,26,27,31,32,32,34,34,38,38,41,46,48,48,48,48,50,51,52,52,54,54,58,58,60,64,64,67,68,68,69,70,72,72,72,72,72,74,74,74,75,75,76,78,78,79,84,84,84,84,84,85,86,88,88,88,88,88,88,88,88,88,89,89,92,92,92,92,93,93,93,93,93,93,93,94,94,95,95,95,95,95,96,96,97,97,98,99,100,100,100,100,101,101,102,103,103,103,104,108,111,112,116,116,117,117,124,124,124,127,131,139,141,147,153,153,157,160,160,160,162,166,167,171,177,179,179,187,190,198,201,215,214,215,224,233,240,245,246,249,248,252,255,258,264,266,267,278,283,293,297,300,311,314,315,320,322,328,335,337,339,342,350,355,359,361,363,364,367,370,375,376,382,387,385,388,390,393,395,398,401,402,402,411,414,420,424,424,425,426,434,438,445,453,459,460,461,471,474
Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,5,7,10,14,17,18,20,25,27,38,51,54,74,78,92,100,111,128,137,144,154,170,183,197,206,212,220,230,244,248,258,263,266,272,281,300,308,316,327,334,339,340,353,362,374,384,398,400,409,418,421,434,445,453,453,459,467,481,487,496,507,510,514,517,539,550,568,588,592,595,607,616,626,633,645,647,646,661,671,682,689,691,692,694,703,713,719,730,744,744,745,750,757,766,766,777,777,777,784,786,793,796,796,796,796,805,807,809,814,821,820,820,826,827,831,833,843,844,846,859,865,878,878,891,892,893,906,911,919,934,947,948,949,961,970,978,990,996,998,998,1006,1011,1018,1025,1038,1039,1039,1039,1060,1067,1068,1081,1081,1081,1094,1100,1111,1113,1119,1122,1122,1130,1142,1146,1153,1168,1168,1168,1168,1183,1193,1197,1209,1210,1210,1220,1228,1231,1238,1241,1242,1244,1251,1259,1265,1274,1281,1281,1283,1300,1327,1348,1353,1372,1377,1381,1399,1415,1424,1440,1458,1465,1474,1508,1536,1553,1574,1574,1574,1600,1633,1681,1703,1745,1770,1778,1788,1852,1897,1948,1972,2031,2047,2050,2102,2156
Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,10,10,11,12,12,12,12,12,13,14,15,15,16,16,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,22,22,24,24,24,25,24,25,25,25,25,25,25,25,26,26,26,26,26,26,27,27,27,27,28,28,28,28,29,29,30,30,30,30,30,30,34,34,37,37,37,37,37,37,37,37,37,37,37,37,41,41,42,42,42,42,42,42,42,42,42,42,42,42,50,49,49,49,49,49,49,50,50,50,50,50,50,50,50,53,53,53,53,53,53,53,54,54,54,54,54,57,57,57,57,57,57,57,61,61,68,68,68,68,77,77,77,87,87,87,87,97,93,105
